"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2025","142.100","138.999","144.637","137.360","3.99M","2.18%"
"06/26/2025","139.068","143.569","147.821","138.697","4.25M","-3.14%"
"06/25/2025","143.572","145.863","147.874","142.410","4.23M","-1.60%"
"06/24/2025","145.903","144.436","146.585","142.349","4.87M","0.99%"
"06/23/2025","144.476","131.610","146.726","130.872","8.11M","9.63%"
"06/22/2025","131.781","135.893","137.508","126.271","7.72M","-2.69%"
"06/21/2025","135.430","140.012","142.555","131.547","4.77M","-3.29%"
"06/20/2025","140.034","147.076","148.736","136.140","5.84M","-4.78%"
"06/19/2025","147.060","146.520","147.900","142.968","3.37M","0.48%"
"06/18/2025","146.363","147.662","149.147","143.897","4.81M","-0.78%"
"06/17/2025","147.521","150.266","154.291","145.703","6.95M","-2.01%"
"06/16/2025","150.550","152.748","158.667","150.402","6.82M","-1.57%"
"06/15/2025","152.945","144.713","153.315","144.245","5.25M","5.74%"
"06/14/2025","144.649","148.488","148.621","142.102","3.14M","-2.67%"
"06/13/2025","148.614","152.426","152.426","141.082","9.27M","-2.48%"
"06/12/2025","152.398","160.796","161.250","152.091","4.64M","-5.35%"
"06/11/2025","161.019","165.017","168.305","159.237","7.02M","-2.48%"
"06/10/2025","165.108","161.104","165.557","156.507","5.85M","2.48%"
"06/09/2025","161.119","152.458","161.610","149.649","4.66M","5.67%"
"06/08/2025","152.471","150.079","155.022","148.064","2.49M","1.58%"
"06/07/2025","150.094","147.848","152.813","146.956","2.26M","1.59%"
"06/06/2025","147.751","144.414","152.263","144.282","3.59M","2.38%"
"06/05/2025","144.314","153.217","154.581","141.685","6.83M","-5.84%"
"06/04/2025","153.260","155.204","157.873","153.015","3.29M","-1.27%"
"06/03/2025","155.226","156.542","163.309","154.279","4.99M","-1.02%"
"06/02/2025","156.832","157.613","158.930","151.848","4.45M","-0.55%"
"06/01/2025","157.702","156.491","157.869","150.703","3.67M","0.79%"
"05/31/2025","156.464","156.385","157.945","152.188","3.99M","0.16%"
"05/30/2025","156.210","167.189","167.461","155.563","6.37M","-6.32%"
"05/29/2025","166.741","172.135","175.221","166.097","4.62M","-3.19%"
"05/28/2025","172.234","176.764","177.410","169.013","4.25M","-2.52%"
"05/27/2025","176.692","174.875","179.369","171.454","4.60M","0.99%"
"05/26/2025","174.959","175.742","178.990","173.521","3.55M","-0.45%"
"05/25/2025","175.741","176.100","176.851","169.215","4.19M","-0.09%"
"05/24/2025","175.900","174.257","178.296","172.722","3.54M","1.11%"
"05/23/2025","173.970","179.724","187.634","173.439","10.12M","-3.18%"
"05/22/2025","179.691","173.527","180.756","172.696","6.04M","3.49%"
"05/21/2025","173.640","168.483","175.724","165.870","7.47M","3.00%"
"05/20/2025","168.589","166.972","172.972","164.626","5.25M","1.04%"
"05/19/2025","166.849","173.189","173.624","159.749","6.58M","-3.78%"
"05/18/2025","173.400","165.998","176.679","164.867","5.43M","4.49%"
"05/17/2025","165.944","167.391","169.926","164.110","3.90M","-0.91%"
"05/16/2025","167.465","168.781","174.088","166.565","4.52M","-0.97%"
"05/15/2025","169.111","176.749","178.292","167.021","6.23M","-4.24%"
"05/14/2025","176.606","183.782","184.770","173.427","5.97M","-3.92%"
"05/13/2025","183.808","174.310","184.742","166.644","7.55M","5.50%"
"05/12/2025","174.224","173.277","181.281","168.530","10.51M","0.58%"
"05/11/2025","173.216","177.605","179.948","169.523","5.59M","-2.61%"
"05/10/2025","177.861","172.843","178.830","168.852","5.35M","2.93%"
"05/09/2025","172.806","164.080","176.046","161.143","10.12M","5.09%"
"05/08/2025","164.436","147.445","164.436","147.118","9.17M","11.62%"
"05/07/2025","147.323","146.935","149.493","144.766","3.75M","0.34%"
"05/06/2025","146.820","146.700","147.195","141.621","3.50M","0.14%"
"05/05/2025","146.610","143.916","147.680","142.564","3.10M","1.84%"
"05/04/2025","143.967","146.685","147.712","143.704","2.34M","-1.87%"
"05/03/2025","146.704","148.046","148.987","145.893","2.12M","-0.91%"
"05/02/2025","148.047","151.020","151.861","147.360","3.50M","-1.88%"
"05/01/2025","150.886","147.724","153.904","147.598","4.75M","2.25%"
"04/30/2025","147.560","146.148","148.468","140.519","5.17M","0.83%"
"04/29/2025","146.343","147.741","150.262","145.060","4.09M","-0.98%"
"04/28/2025","147.796","147.912","153.348","144.718","6.08M","-0.12%"
"04/27/2025","147.967","149.310","150.324","145.567","2.66M","-0.83%"
"04/26/2025","149.207","150.983","153.036","147.851","2.74M","-1.12%"
"04/25/2025","150.896","152.380","156.495","149.953","6.90M","-1.09%"
"04/24/2025","152.564","151.246","152.838","145.475","5.52M","0.93%"
"04/23/2025","151.160","148.951","154.064","147.292","7.71M","1.64%"
"04/22/2025","148.717","136.658","150.019","135.006","7.95M","8.86%"
"04/21/2025","136.617","137.810","142.891","133.908","7.46M","-0.91%"
"04/20/2025","137.871","139.843","141.926","135.723","5.46M","-1.37%"
"04/19/2025","139.791","134.092","140.334","133.611","4.56M","4.24%"
"04/18/2025","134.107","134.999","135.946","132.513","3.76M","-0.54%"
"04/17/2025","134.831","131.390","135.958","129.594","6.53M","2.67%"
"04/16/2025","131.327","125.916","133.702","123.556","8.66M","4.12%"
"04/15/2025","126.129","129.406","134.380","125.901","5.93M","-2.52%"
"04/14/2025","129.390","128.305","136.037","128.157","7.32M","0.84%"
"04/13/2025","128.308","132.262","133.763","125.366","6.87M","-3.03%"
"04/12/2025","132.318","121.507","133.914","119.639","7.71M","8.96%"
"04/11/2025","121.435","112.635","122.621","112.181","7.71M","7.62%"
"04/10/2025","112.842","119.139","119.228","108.555","8.98M","-5.22%"
"04/09/2025","119.053","105.617","120.578","101.337","16.08M","12.94%"
"04/08/2025","105.415","106.789","112.543","103.077","10.82M","-1.42%"
"04/07/2025","106.930","106.055","111.791","95.534","23.21M","0.99%"
"04/06/2025","105.886","120.211","121.080","103.950","8.89M","-12.00%"
"04/05/2025","120.330","122.609","122.750","117.224","3.01M","-1.98%"
"04/04/2025","122.766","117.131","123.976","113.393","9.85M","4.84%"
"04/03/2025","117.099","117.348","120.837","112.304","9.46M","-0.18%"
"04/02/2025","117.313","126.565","135.976","117.282","10.84M","-7.39%"
"04/01/2025","126.680","124.459","130.328","123.840","5.63M","1.73%"
"03/31/2025","124.527","124.808","127.768","122.967","5.86M","-0.17%"
"03/30/2025","124.743","124.466","126.929","123.044","2.94M","0.15%"
"03/29/2025","124.556","129.451","130.475","122.952","3.99M","-3.81%"
"03/28/2025","129.488","138.403","139.021","127.840","6.24M","-6.45%"
"03/27/2025","138.416","137.261","140.184","135.757","3.93M","0.80%"
"03/26/2025","137.322","143.550","145.469","135.986","4.95M","-4.41%"
"03/25/2025","143.657","140.777","147.305","138.202","5.75M","1.84%"
"03/24/2025","141.066","132.524","144.930","132.120","7.49M","6.22%"
"03/23/2025","132.804","128.381","134.017","128.242","2.74M","3.37%"
"03/22/2025","128.481","128.619","131.783","127.864","2.28M","0.00%"
"03/21/2025","128.485","127.426","130.093","124.874","3.87M","0.73%"
"03/20/2025","127.558","135.397","135.917","126.736","4.21M","-5.76%"
"03/19/2025","135.361","125.219","136.023","124.245","6.67M","7.99%"
"03/18/2025","125.344","127.990","128.061","121.846","4.91M","-2.11%"
"03/17/2025","128.048","126.148","130.600","125.655","4.47M","1.53%"
"03/16/2025","126.112","136.003","136.621","125.256","4.46M","-7.18%"
"03/15/2025","135.870","133.543","136.509","132.465","2.95M","1.83%"
"03/14/2025","133.424","123.105","135.797","123.090","5.90M","8.15%"
"03/13/2025","123.375","126.487","128.334","120.913","4.73M","-2.56%"
"03/12/2025","126.610","125.620","131.164","121.305","7.21M","1.03%"
"03/11/2025","125.323","118.710","128.321","112.247","10.44M","6.04%"
"03/10/2025","118.187","126.747","131.298","115.683","10.63M","-6.55%"
"03/09/2025","126.464","136.891","139.845","125.717","6.02M","-7.68%"
"03/08/2025","136.989","139.332","141.065","135.347","3.05M","-1.68%"
"03/07/2025","139.329","143.333","150.228","135.315","11.18M","-2.78%"
"03/06/2025","143.306","146.505","152.876","142.473","6.86M","-2.05%"
"03/05/2025","146.305","144.318","149.626","140.385","7.66M","1.03%"
"03/04/2025","144.809","141.441","146.693","131.317","16.44M","1.89%"
"03/03/2025","142.123","178.133","178.133","139.418","17.70M","-20.47%"
"03/02/2025","178.711","143.637","179.039","140.137","20.86M","24.35%"
"03/01/2025","143.717","147.788","150.853","138.594","5.97M","-3.00%"
"02/28/2025","148.161","137.747","148.575","125.641","15.03M","7.63%"
"02/27/2025","137.654","135.399","142.565","134.860","6.93M","1.78%"
"02/26/2025","135.244","144.379","145.095","130.706","9.20M","-6.25%"
"02/25/2025","144.259","142.899","146.934","132.091","18.18M","1.70%"
"02/24/2025","141.848","168.179","169.592","140.131","12.22M","-15.53%"
"02/23/2025","167.920","172.108","173.039","166.471","2.18M","-2.42%"
"02/22/2025","172.087","168.311","174.513","168.158","2.87M","1.90%"
"02/21/2025","168.882","176.155","180.438","167.191","6.46M","-4.06%"
"02/20/2025","176.037","168.948","176.431","167.746","4.42M","4.24%"
"02/19/2025","168.877","169.708","174.196","164.031","5.34M","-0.21%"
"02/18/2025","169.234","177.508","179.014","161.270","9.70M","-4.65%"
"02/17/2025","177.488","188.363","189.535","175.074","6.13M","-5.77%"
"02/16/2025","188.363","194.486","196.023","186.617","2.83M","-3.15%"
"02/15/2025","194.491","199.528","200.216","192.680","2.29M","-2.52%"
"02/14/2025","199.528","194.269","205.162","194.177","5.09M","2.69%"
"02/13/2025","194.306","196.745","198.282","189.112","3.49M","-1.24%"
"02/12/2025","196.745","198.055","198.495","188.923","5.39M","-0.66%"
"02/11/2025","198.045","200.521","206.162","195.250","4.92M","-1.23%"
"02/10/2025","200.521","200.459","208.969","196.066","5.11M","0.03%"
"02/09/2025","200.459","199.485","207.297","193.938","4.39M","0.49%"
"02/08/2025","199.485","192.118","200.767","189.949","2.84M","3.84%"
"02/07/2025","192.111","189.622","203.309","188.223","5.47M","1.31%"
"02/06/2025","189.625","195.777","203.921","187.913","4.98M","-3.14%"
"02/05/2025","195.777","206.717","209.145","195.252","4.46M","-5.28%"
"02/04/2025","206.687","216.249","219.918","202.513","8.56M","-4.42%"
"02/03/2025","216.249","203.350","218.456","177.534","18.18M","6.35%"
"02/02/2025","203.345","213.233","218.545","194.363","10.45M","-4.63%"
"02/01/2025","213.220","231.748","234.139","213.047","3.89M","-8.00%"
"01/31/2025","231.749","238.667","241.698","228.244","4.15M","-2.90%"
"01/30/2025","238.667","227.925","244.537","227.001","4.84M","4.70%"
"01/29/2025","227.948","227.041","237.913","222.721","5.67M","0.33%"
"01/28/2025","227.191","235.068","243.787","225.152","5.27M","-3.35%"
"01/27/2025","235.068","240.654","242.442","221.315","12.21M","-2.32%"
"01/26/2025","240.654","256.091","259.917","240.561","4.19M","-6.03%"
"01/25/2025","256.091","253.339","260.735","246.366","4.99M","1.09%"
"01/24/2025","253.339","253.154","269.905","247.297","7.19M","0.07%"
"01/23/2025","253.154","257.477","258.250","242.274","9.27M","-1.69%"
"01/22/2025","257.517","250.560","271.612","248.616","8.84M","2.78%"
"01/21/2025","250.560","242.098","259.899","230.959","10.42M","3.49%"
"01/20/2025","242.098","252.031","273.042","230.388","22.22M","-3.90%"
"01/19/2025","251.920","261.832","294.816","239.135","32.60M","-3.78%"
"01/18/2025","261.820","219.472","268.479","217.388","26.40M","19.30%"
"01/17/2025","219.472","211.010","221.931","209.939","5.97M","4.01%"
"01/16/2025","211.011","205.841","217.082","198.537","7.30M","2.51%"
"01/15/2025","205.841","187.419","206.014","185.858","5.31M","9.83%"
"01/14/2025","187.419","182.677","190.025","181.885","3.58M","2.60%"
"01/13/2025","182.671","188.474","191.803","171.769","7.12M","-3.08%"
"01/12/2025","188.474","188.048","190.941","185.200","1.77M","0.22%"
"01/11/2025","188.053","187.645","191.712","184.074","2.99M","0.22%"
"01/10/2025","187.645","185.022","192.840","183.700","4.69M","1.42%"
"01/09/2025","185.022","197.620","198.977","182.096","4.69M","-6.37%"
"01/08/2025","197.606","202.229","203.149","188.551","5.88M","-2.29%"
"01/07/2025","202.235","218.236","219.066","202.057","5.07M","-7.33%"
"01/06/2025","218.234","213.281","223.097","211.572","3.92M","2.32%"
"01/05/2025","213.282","216.651","218.987","211.665","2.89M","-1.55%"
"01/04/2025","216.644","217.967","218.060","213.604","2.68M","-0.61%"
"01/03/2025","217.967","208.178","219.727","205.633","4.44M","4.70%"
"01/02/2025","208.186","194.157","210.081","193.467","4.69M","7.23%"
"01/01/2025","194.157","189.501","195.150","187.918","2.80M","2.47%"
"12/31/2024","189.485","191.295","199.111","188.028","3.85M","-0.96%"
"12/30/2024","191.330","189.892","196.349","185.982","3.68M","0.76%"
"12/29/2024","189.892","195.393","197.501","188.557","2.47M","-2.79%"
"12/28/2024","195.350","184.121","195.822","183.906","2.43M","6.10%"
"12/27/2024","184.121","188.442","194.174","182.886","2.98M","-2.30%"
"12/26/2024","188.448","197.447","199.617","186.632","3.11M","-4.56%"
"12/25/2024","197.447","197.009","201.812","195.183","2.81M","0.23%"
"12/24/2024","196.997","189.989","198.932","186.149","3.81M","3.69%"
"12/23/2024","189.989","180.482","193.372","176.685","5.88M","5.27%"
"12/22/2024","180.482","181.175","187.805","177.097","4.82M","-0.37%"
"12/21/2024","181.146","194.450","201.937","178.651","7.03M","-6.83%"
"12/20/2024","194.436","193.829","199.508","175.989","13.02M","0.31%"
"12/19/2024","193.835","206.745","212.065","187.365","10.13M","-6.24%"
"12/18/2024","206.745","223.104","225.911","204.953","7.35M","-7.21%"
"12/17/2024","222.810","216.172","228.835","211.619","6.99M","3.07%"
"12/16/2024","216.172","224.143","227.121","213.463","5.31M","-3.41%"
"12/15/2024","223.797","219.874","225.283","215.765","3.14M","1.78%"
"12/14/2024","219.877","224.890","227.492","215.231","3.05M","-2.24%"
"12/13/2024","224.910","226.925","228.366","220.629","4.30M","-0.89%"
"12/12/2024","226.925","227.387","234.576","225.786","4.93M","-0.21%"
"12/11/2024","227.408","213.669","230.500","211.628","6.36M","6.42%"
"12/10/2024","213.680","217.006","220.614","203.448","9.68M","-1.54%"
"12/09/2024","217.012","237.097","237.137","207.170","9.41M","-8.47%"
"12/08/2024","237.097","238.195","241.497","233.395","3.07M","-0.54%"
"12/07/2024","238.379","236.799","243.161","234.235","4.05M","0.67%"
"12/06/2024","236.799","236.185","246.912","231.130","6.84M","0.24%"
"12/05/2024","236.242","229.198","244.682","223.071","10.05M","3.07%"
"12/04/2024","229.216","233.980","240.702","224.750","7.07M","-2.04%"
"12/03/2024","233.980","225.794","239.390","215.205","9.16M","3.63%"
"12/02/2024","225.794","236.833","238.028","220.155","8.19M","-4.64%"
"12/01/2024","236.775","237.603","239.810","234.191","3.39M","-0.35%"
"11/30/2024","237.600","243.285","245.278","237.574","3.14M","-2.34%"
"11/29/2024","243.285","237.589","246.726","236.673","3.93M","2.40%"
"11/28/2024","237.594","241.955","245.262","232.959","3.51M","-1.81%"
"11/27/2024","241.983","230.745","243.351","227.668","5.09M","4.87%"
"11/26/2024","230.745","234.061","239.672","222.492","6.57M","-1.42%"
"11/25/2024","234.073","252.800","256.502","231.262","6.49M","-7.41%"
"11/24/2024","252.800","254.920","259.706","241.600","4.75M","-0.83%"
"11/23/2024","254.913","256.656","263.966","252.829","6.04M","-0.65%"
"11/22/2024","256.576","256.552","264.248","251.654","6.72M","0.00%"
"11/21/2024","256.587","235.513","259.316","230.038","11.10M","8.95%"
"11/20/2024","235.513","237.588","242.146","230.677","6.92M","-0.88%"
"11/19/2024","237.593","239.779","247.460","233.782","6.97M","-0.91%"
"11/18/2024","239.769","237.471","248.366","234.077","9.26M","0.97%"
"11/17/2024","237.467","215.668","241.875","212.258","10.50M","10.11%"
"11/16/2024","215.662","218.441","221.891","213.629","5.41M","-1.27%"
"11/15/2024","218.439","209.490","220.185","204.615","6.81M","4.27%"
"11/14/2024","209.490","215.179","222.788","207.109","9.41M","-2.65%"
"11/13/2024","215.187","211.579","220.398","201.034","13.50M","1.71%"
"11/12/2024","211.579","222.141","225.081","205.145","11.40M","-4.75%"
"11/11/2024","222.141","210.053","224.022","204.309","11.29M","5.75%"
"11/10/2024","210.053","199.926","215.152","198.738","10.26M","5.07%"
"11/09/2024","199.920","199.845","203.384","195.090","4.08M","0.04%"
"11/08/2024","199.844","196.235","204.862","195.709","6.91M","1.84%"
"11/07/2024","196.233","186.620","197.805","186.007","5.94M","5.15%"
"11/06/2024","186.627","166.622","189.943","166.551","13.31M","12.00%"
"11/05/2024","166.624","157.958","169.245","156.956","4.60M","5.49%"
"11/04/2024","157.953","162.490","164.959","155.188","4.02M","-2.79%"
"11/03/2024","162.483","166.082","166.544","158.004","3.80M","-2.17%"
"11/02/2024","166.082","166.149","168.560","162.228","2.29M","-0.05%"
"11/01/2024","166.165","168.763","173.945","163.796","4.54M","-1.53%"
"10/31/2024","168.754","174.910","176.473","167.636","3.68M","-3.52%"
"10/30/2024","174.918","179.431","181.271","173.227","3.97M","-2.51%"
"10/29/2024","179.425","178.197","183.272","176.441","5.58M","0.69%"
"10/28/2024","178.199","176.698","179.547","172.640","5.14M","0.85%"
"10/27/2024","176.701","170.799","178.214","170.282","3.50M","3.46%"
"10/26/2024","170.798","165.108","173.189","162.520","4.03M","3.45%"
"10/25/2024","165.098","177.156","177.409","160.134","7.34M","-6.81%"
"10/24/2024","177.159","170.927","179.130","170.532","5.25M","3.65%"
"10/23/2024","170.927","167.419","174.160","164.219","5.88M","2.13%"
"10/22/2024","167.364","166.140","170.953","163.117","5.34M","0.74%"
"10/21/2024","166.142","167.351","171.464","161.602","6.30M","-0.72%"
"10/20/2024","167.338","159.683","167.861","157.613","4.12M","4.79%"
"10/19/2024","159.683","154.914","159.766","153.845","2.51M","3.08%"
"10/18/2024","154.913","150.503","156.613","149.678","2.78M","2.93%"
"10/17/2024","150.503","154.275","155.648","147.796","3.79M","-2.44%"
"10/16/2024","154.275","154.774","158.225","153.042","4.01M","-0.32%"
"10/15/2024","154.774","157.536","159.441","150.464","5.96M","-1.75%"
"10/14/2024","157.536","147.680","157.977","146.868","5.39M","6.67%"
"10/13/2024","147.682","146.390","148.742","144.572","2.37M","0.87%"
"10/12/2024","146.404","145.453","147.219","144.695","2.10M","0.66%"
"10/11/2024","145.449","139.029","146.454","138.732","3.49M","4.61%"
"10/10/2024","139.038","139.308","140.798","136.112","3.30M","-0.19%"
"10/09/2024","139.308","143.488","145.289","138.795","3.20M","-2.93%"
"10/08/2024","143.516","143.930","145.548","141.213","3.08M","-0.29%"
"10/07/2024","143.932","146.483","152.215","143.573","4.94M","-1.74%"
"10/06/2024","146.488","142.592","146.694","142.014","2.13M","2.72%"
"10/05/2024","142.604","143.151","144.873","141.086","2.17M","-0.39%"
"10/04/2024","143.161","136.844","144.479","135.985","4.39M","4.62%"
"10/03/2024","136.835","140.236","142.904","133.380","5.27M","-2.42%"
"10/02/2024","140.236","145.251","148.901","138.687","5.44M","-3.46%"
"10/01/2024","145.261","152.621","157.290","142.708","7.03M","-4.83%"
"09/30/2024","152.630","158.471","159.710","151.908","4.23M","-3.69%"
"09/29/2024","158.479","156.710","161.705","155.150","3.29M","1.13%"
"09/28/2024","156.710","157.647","159.396","155.152","2.36M","-0.59%"
"09/27/2024","157.647","155.549","160.986","154.017","4.99M","1.35%"
"09/26/2024","155.548","147.999","157.981","146.590","5.59M","5.10%"
"09/25/2024","147.999","152.666","153.758","147.366","3.81M","-3.07%"
"09/24/2024","152.684","144.714","153.921","143.291","5.54M","5.51%"
"09/23/2024","144.713","144.687","148.985","142.203","4.47M","-0.01%"
"09/22/2024","144.732","149.419","149.870","141.285","3.05M","-3.13%"
"09/21/2024","149.414","146.699","149.797","144.669","2.70M","1.85%"
"09/20/2024","146.699","142.872","152.125","141.234","5.96M","2.68%"
"09/19/2024","142.874","134.327","143.908","134.327","6.04M","6.36%"
"09/18/2024","134.327","131.540","134.327","127.196","4.70M","2.12%"
"09/17/2024","131.540","131.405","135.500","130.359","3.43M","0.10%"
"09/16/2024","131.405","131.419","132.310","129.068","3.14M","-0.02%"
"09/15/2024","131.425","137.157","137.916","130.801","2.76M","-4.18%"
"09/14/2024","137.158","139.069","139.755","135.730","2.14M","-1.37%"
"09/13/2024","139.069","136.038","139.744","131.812","3.85M","2.23%"
"09/12/2024","136.038","132.404","136.659","132.394","3.47M","2.75%"
"09/11/2024","132.404","135.619","135.875","128.347","4.31M","-2.36%"
"09/10/2024","135.604","135.050","137.863","132.573","3.38M","0.41%"
"09/09/2024","135.048","130.127","136.853","127.102","5.01M","3.81%"
"09/08/2024","130.092","127.729","131.538","126.654","2.83M","1.85%"
"09/07/2024","127.733","125.042","129.334","124.227","2.93M","2.16%"
"09/06/2024","125.031","129.462","134.215","120.927","7.68M","-3.42%"
"09/05/2024","129.462","133.652","135.300","127.960","3.91M","-3.13%"
"09/04/2024","133.652","127.505","134.826","122.836","5.71M","4.86%"
"09/03/2024","127.457","134.949","137.234","127.314","3.82M","-5.55%"
"09/02/2024","134.948","128.565","135.377","127.149","4.44M","4.96%"
"09/01/2024","128.572","135.342","136.031","127.870","4.27M","-5.00%"
"08/31/2024","135.342","137.980","139.183","134.545","1.92M","-1.91%"
"08/30/2024","137.975","140.025","141.067","132.328","5.44M","-1.46%"
"08/29/2024","140.025","143.928","147.310","138.186","4.10M","-2.71%"
"08/28/2024","143.928","146.923","148.709","140.658","5.65M","-2.04%"
"08/27/2024","146.921","157.137","159.544","145.275","5.10M","-6.50%"
